,id,class,label,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
93,93,Calm,2,calm (69).mp3,92.28515625,113746,1278.044944,0.3122354,0.30104023,0.09062523,0.4655406,0.27082482,0.073346086,0.25534102,0.13466361,0.018134288,8.173479,56.05047,3141.655,0.53273976,31.534966,994.45404,0.007574467,2.2541666,5.0812674,0.18103921,0.0658568,0.004337118,2368.758044,560.1972844,313820.9975,2570.278202,357.8421108,128050.9763,23.23743123,10.83117841,117.3144258,5267.401482,1284.933241,1651053.433,2.154635515,2.499440657,6.247203598,-0.018774609,0.116150745,0.013490996,0.094547614,0.037615846,0.001414952,-1.54E-06,0.14389259,0.020705076,-5.98E-06,0.08215221,0.006748986,6.512036281,3.617945201,13.08952748
94,94,Calm,2,calm (7).mp3,161.4990234,202218,1279.860759,0.2922665,0.3022798,0.09137308,0.35451782,0.2758764,0.07610779,0.22340849,0.1828168,0.033421982,15.401083,82.44649,6797.4233,3.2872183,34.849415,1214.4817,0.012920385,2.3008766,5.2940335,0.24557652,0.10525462,0.011078535,2323.518679,768.5291599,590637.0697,2429.388245,410.1814478,168248.8201,24.19295324,10.53226872,110.9286843,4933.261836,1500.902097,2252707.104,3.076012744,3.749162273,14.05621775,-0.025324129,0.143554406,0.020607868,0.104963084,0.063298273,0.004006671,-1.83E-06,0.21393634,0.04576876,-3.32E-06,0.10163504,0.010329681,2.348698413,1.356813996,1.840944221
95,95,Calm,2,calm (70).mp3,129.1992188,158193,1506.6,0.34613067,0.3069897,0.094242685,0.40285528,0.30161786,0.09097334,0.23069422,0.17353246,0.03011351,8.004808,60.74402,3689.836,-3.7662475,51.75193,2678.2622,0.010977246,3.2558744,10.600718,0.16587126,0.084093116,0.007071652,1643.42938,940.914379,885319.8687,2073.647857,682.3544171,465607.5505,24.71392632,11.03187902,121.7023546,3403.550253,2099.58413,4408253.518,1.629276415,2.16431517,4.684260154,0.008291863,0.168837053,0.028505951,0.059492838,0.047583803,0.002264218,9.27E-06,0.14674948,0.02153541,9.04E-05,0.08352529,0.006976475,10.59410431,2.485596908,6.178191989
96,96,Calm,2,calm (71).mp3,95.703125,119259,1268.712766,0.3202652,0.30462465,0.092796184,0.4210312,0.29662725,0.087987736,0.23431939,0.16860534,0.028427761,1.0573516,13.481773,181.75822,-6.5173883,74.796196,5594.471,0.01026805,3.1646366,10.014925,0.053273834,0.042965706,0.001846052,1742.714358,1313.367995,1724935.489,2156.236068,939.4311928,882530.966,24.33266445,11.46144479,131.3647166,3803.397835,2888.168939,8341519.819,0.501843819,0.799352534,0.638964474,-0.004272468,0.172398838,0.029721359,0.066891508,0.05823534,0.003391355,0.004112269,0.037230663,0.001386122,0.001269299,0.048102535,0.002313854,3.038331066,1.838505436,3.38010224
97,97,Calm,2,calm (72).mp3,103.359375,120361,1322.648352,0.2693108,0.29702833,0.08822583,0.2724077,0.28684935,0.08228254,0.19290546,0.21475758,0.04612082,4.8740444,33.143764,1098.5092,-6.4994807,60.31972,3638.469,0.011018862,2.2650108,5.130274,0.11845126,0.08542512,0.007297451,1625.200328,718.1111138,515683.5718,1970.958632,607.3260426,368844.9221,25.89644897,10.04246199,100.8510428,3293.900916,1719.797629,2957703.884,1.250901244,1.890129832,3.572590781,-0.08144264,0.215406152,0.04639981,0.065042124,0.037245077,0.001387196,2.71E-06,0.13062954,0.017064076,3.11E-07,0.037953194,0.001440445,7.942385488,1.952347747,3.811661725
98,98,Calm,2,calm (73).mp3,112.3471467,144020,1285.892857,0.36490807,0.29812106,0.088876165,0.4406635,0.25995764,0.06757798,0.24942127,0.14533533,0.02112236,12.251825,95.006065,9026.152,5.4870415,31.197798,973.3026,0.012750889,2.4485757,5.995523,0.21843344,0.07659563,0.00586689,2233.76761,668.4189096,446783.8387,2667.160516,356.1639335,126852.7476,23.37684733,10.48930065,110.0254281,5160.364629,1533.284145,2350960.268,2.404239867,2.775525522,7.703541923,-0.019790177,0.109037946,0.011889274,0.080596829,0.041564107,0.001727575,-3.65E-06,0.1710756,0.029266862,0.000105635,0.10727459,0.011507838,4.49538322,2.849537849,8.119865952
99,99,Calm,2,calm (74).mp3,161.4990234,168425,1177.797203,0.27251902,0.29539213,0.087256506,0.3060897,0.29440117,0.086672045,0.19824524,0.20983839,0.044032153,0.15850993,1.1083972,1.2285445,-15.568491,86.53185,7487.761,0.007868744,2.6151636,6.83908,0.022946823,0.012773771,0.000163169,1434.088552,658.2143712,433246.1584,1747.897166,540.6660463,292319.7736,26.8265945,10.45964003,109.4040695,2805.166371,1491.672382,2225086.496,0.239193172,0.312589106,0.097711949,0.089127364,0.187105262,0.035008379,0.061942936,0.034426054,0.001185153,-2.35E-06,0.023089325,0.000533117,-2.30E-05,0.007157248,5.12E-05,6.882394558,3.812094287,14.53206285
100,100,Calm,2,calm (75).mp3,103.359375,121018,1234.877551,0.31519216,0.30474582,0.09287001,0.3262925,0.28401273,0.08066323,0.22048613,0.1863309,0.034719206,8.475831,53.08677,2818.205,-2.328316,36.82822,1356.3177,0.014709975,2.5093107,6.296641,0.17625007,0.08643518,0.00747104,2279.174538,765.9379112,586660.8839,2399.277345,496.4044971,246417.4247,24.50556304,10.83539688,117.4058255,4769.354494,1818.394287,3306557.784,1.965685249,2.401878613,5.769020872,-0.03369698,0.174283408,0.030374706,0.090493784,0.049843538,0.002484378,8.62E-06,0.16709167,0.027919626,-0.000106306,0.065087326,0.00423636,2.398621315,1.473014701,2.169772308
101,101,Calm,2,calm (76).mp3,112.3471467,134312,1232.220183,0.25669697,0.3019649,0.09118281,0.3124325,0.2868776,0.082298756,0.21715456,0.19020312,0.036177225,2.9508398,19.640615,385.75378,-6.7965617,57.30785,3284.1895,0.008550801,2.7490067,7.5570383,0.10064317,0.051272195,0.002628838,1629.163232,735.934922,541600.2094,2063.028055,507.103346,257153.8035,25.31156612,11.15111443,124.347353,3385.237863,1707.008789,2913879.005,0.992910946,1.228219807,1.508523893,-0.02100481,0.178875535,0.031996457,0.061295737,0.044572701,0.001986726,-1.27E-06,0.09792514,0.009589333,3.77E-06,0.03151405,0.000993135,6.885877551,3.472035298,12.05502911
102,102,Calm,2,calm (77).mp3,103.359375,130251,1276.970588,0.32243904,0.30635425,0.09385292,0.3161237,0.27803227,0.07730195,0.21809363,0.18912561,0.035768498,11.179209,72.85389,5307.6895,-0.920912,44.16307,1950.377,0.012255637,2.6393635,6.9662395,0.19640379,0.1050972,0.011045421,1958.502473,860.5202124,740495.036,2328.761846,574.1892063,329693.2446,24.6322823,11.12486457,123.7626118,4328.019662,1961.281334,3846624.473,2.137142579,2.905056861,8.439355367,0.002424318,0.184590087,0.0340735,0.06985502,0.046888167,0.0021985,4.95E-06,0.18726927,0.03506978,-0.00010972,0.079687655,0.006350122,2.378884354,1.29613269,1.679959949
103,103,Calm,2,calm (78).mp3,117.4538352,143807,1356.669811,0.37846893,0.323023,0.104343854,0.59721935,0.25232515,0.063667975,0.27315164,0.09338909,0.008721521,3.137019,50.80071,2580.7122,-6.233835,61.69972,3806.8555,0.006827586,2.8395395,8.062984,0.0834241,0.08129915,0.006609552,2174.422217,1152.40342,1328033.642,2218.851467,835.854558,698652.8422,22.51456091,11.25860522,126.7561915,4581.747295,2302.574144,5301847.69,0.828123421,1.346271259,1.812446304,0.006173654,0.069813516,0.004873927,0.09963224,0.090063991,0.008111522,-1.69E-06,0.07764075,0.006028086,-2.38E-05,0.07329234,0.005371767,12.86037188,3.94099667,15.53145476
104,104,Calm,2,calm (79).mp3,92.28515625,112362,1560.583333,0.2772537,0.30633166,0.093839094,0.366016,0.28759468,0.0827107,0.2258052,0.17984815,0.032345355,6.676343,80.91107,6546.602,-9.29104,63.489746,4030.948,0.009657395,2.6606154,7.078874,0.12936564,0.11082534,0.012282256,1446.984599,901.681643,813029.7853,1615.663232,777.6760939,604780.107,24.82256713,11.17670274,124.9186842,2616.759177,1932.008524,3732656.939,1.260357837,2.022954004,4.092342903,0.035131727,0.171449556,0.02939495,0.071686074,0.063300443,0.004006946,-2.43E-05,0.124124594,0.015406914,-7.32E-05,0.08678245,0.007531193,8.560036281,2.407241659,5.794812404
105,105,Calm,2,calm (8).mp3,161.4990234,209468,1285.079755,0.3382156,0.29333198,0.08604365,0.31413862,0.28487036,0.08115111,0.2080602,0.20011069,0.040044285,7.576855,56.61868,3205.6748,0.48616925,44.860157,2012.4337,0.013036368,2.0041509,4.0166206,0.15830456,0.09601585,0.009219043,1988.01107,640.6455605,410426.7342,2186.604785,551.1471016,303763.1276,24.39323657,10.79325388,116.4943292,4157.504027,1484.674574,2204258.59,1.842821551,2.491845877,6.209295877,0.025135252,0.202738057,0.04110272,0.088820514,0.048071596,0.002310878,2.37E-08,0.15702005,0.024655294,1.86E-05,0.06133545,0.003762037,6.451664399,3.96129483,15.69185673
106,106,Calm,2,calm (80).mp3,117.4538352,143944,1262.666667,0.3224941,0.30249697,0.09150441,0.38346615,0.27840766,0.07751083,0.22917587,0.17553277,0.030811757,10.811812,70.00258,4900.361,-0.04254208,34.847,1214.3134,0.005660839,2.3907375,5.7156262,0.19642061,0.093387194,0.008721168,2068.350072,725.6961264,526634.8679,2412.2571,434.6772142,188944.2806,24.14510003,10.86428999,118.032797,4480.718739,1688.205538,2850037.938,2.303532547,2.788967476,7.778339581,-0.026558315,0.156482124,0.024486655,0.085820154,0.048452554,0.00234765,-1.97E-05,0.168778,0.028486013,-1.78E-05,0.09224841,0.008509769,3.377342404,2.514566445,6.323044405
107,107,Calm,2,calm (81).mp3,117.4538352,146866,1277.095652,0.3287614,0.30136898,0.09082327,0.37902018,0.27678108,0.07660777,0.23321666,0.17012739,0.02894333,9.196867,55.47614,3077.6018,1.2460886,36.62371,1341.2961,0.01337047,2.2590008,5.1030846,0.18170795,0.087967105,0.007738212,2110.708139,768.9465672,591278.8232,2458.070202,424.180046,179928.7114,23.61450011,10.4561507,109.3310875,4587.293095,1649.697924,2721503.242,2.096897758,2.601522285,6.767918202,0.033074695,0.145374722,0.02113381,0.084864188,0.065398624,0.00427698,-2.18E-06,0.16187075,0.026202137,4.64E-05,0.07750638,0.006007238,2.609922902,1.575853319,2.483313683
108,108,Calm,2,calm (82).mp3,92.28515625,110852,1245.52809,0.27841997,0.3048597,0.09293943,0.27067348,0.28556332,0.0815464,0.1983622,0.20972784,0.04398577,6.495396,46.135174,2128.454,-4.7352905,60.502434,3660.5447,0.002790795,3.0461175,9.2788315,0.15136397,0.07314428,0.005350085,1434.395322,976.8653554,954265.9225,1694.252684,821.5792887,674992.5276,25.85470834,10.66551146,113.7531348,2902.790781,2089.969853,4367973.987,1.373955122,1.747509925,3.053790938,0.076906374,0.210177476,0.044174571,0.056821274,0.054010004,0.002917081,-2.18E-06,0.14739162,0.02172429,-1.00E-05,0.049902495,0.002490259,4.5569161,2.064277149,4.261240147
109,109,Calm,2,calm (83).mp3,143.5546875,176064,1313.910448,0.2760667,0.299585,0.08975118,0.2911523,0.29011405,0.084166154,0.20174864,0.20647232,0.04263082,3.8104274,27.656477,764.8807,-8.264971,73.20747,5359.334,0.009736963,2.9725583,8.8361025,0.10764363,0.0693784,0.004813362,1199.856199,910.5086065,829025.9224,1622.953573,858.0668561,736278.7296,25.62417486,10.00917826,100.1836495,2254.423868,2086.654928,4354128.79,0.970727948,1.379070404,1.901835179,-0.0056222,0.227686395,0.051841094,0.04702995,0.04475802,0.00200328,3.01E-06,0.111154094,0.012355233,3.71E-05,0.037681777,0.001419916,8.928072562,2.90433741,8.435175793
110,110,Calm,2,calm (84).mp3,151.9990809,199286,1294.064935,0.31635797,0.298555,0.08913507,0.33914775,0.28119257,0.079069264,0.21551919,0.19205418,0.03688481,7.129161,99.99966,9999.931,-2.7348697,50.416733,2541.847,0.011621502,2.3691032,5.6126494,0.14730991,0.09884433,0.009770202,1933.538194,1009.783422,1019662.56,2455.32666,706.7034885,499429.8207,23.94298846,10.64219571,113.2563295,4296.378187,2562.931983,6568620.349,1.457235912,1.99955535,3.998221598,0.028517562,0.158300351,0.025059001,0.069173429,0.062189096,0.003867484,-1.62E-06,0.1576112,0.024841294,3.05E-05,0.04531537,0.002053483,2.763174603,1.443190699,2.082799393
111,111,Calm,2,calm (85).mp3,89.10290948,101395,1207.083333,0.33445898,0.31018433,0.09621432,0.40634808,0.2931388,0.08593036,0.23368223,0.1694873,0.028725943,11.908442,78.28424,6128.4224,3.912548,35.769688,1279.4705,0.012160633,2.580094,6.6568856,0.21630862,0.085258454,0.007269004,2369.342276,938.7790211,881306.0505,2720.030978,505.3394108,255367.9201,22.53183639,10.51619559,110.5903697,5480.783525,2133.499042,4551818.163,2.446348598,3.015172128,9.091262959,-0.005050561,0.164954675,0.027210045,0.088612843,0.064946355,0.004218029,-1.33E-05,0.17180927,0.029518427,-0.00048339,0.103003755,0.010609774,3.214802721,1.719115417,2.955357817
112,112,Calm,2,calm (86).mp3,143.5546875,168134,1254.731343,0.3347066,0.298721,0.089234225,0.36453626,0.27251884,0.07426652,0.23292354,0.17052849,0.029079963,14.972127,85.88038,7375.439,3.8288612,36.577087,1337.8833,0.012807481,2.3986104,5.753331,0.24204923,0.081599884,0.006658541,1791.728968,632.8479798,400496.5655,2370.717968,444.702376,197760.2032,24.5074638,9.984899439,99.6982168,3977.18845,1699.444598,2888111.94,2.571668504,2.971700909,8.831006291,-0.01642391,0.166829986,0.027832244,0.060382099,0.030689086,0.00094182,-2.37E-06,0.20670006,0.04272491,-0.000161558,0.097686484,0.00954265,2.311546485,1.278710801,1.635101313
113,113,Calm,2,calm (87).mp3,151.9990809,185764,1263.70068,0.30297306,0.30776548,0.094719596,0.31876844,0.29481068,0.08691334,0.20483953,0.20340626,0.041374106,6.1446137,52.423653,2748.2393,-4.492553,46.76065,2186.5586,0.008659524,3.2592795,10.622903,0.1485188,0.079377666,0.006300814,2073.048885,1011.867673,1023876.188,2308.563089,619.2829079,383511.32,24.93800196,11.31387035,128.0036623,4288.440735,2221.609855,4935550.349,1.610460885,2.119431573,4.491990195,-0.021282378,0.211604766,0.044776577,0.090666307,0.066723463,0.004452021,-6.38E-05,0.13643344,0.018614084,-6.20E-05,0.070549265,0.004977199,4.392054422,1.711789089,2.930221884
114,114,Calm,2,calm (9).mp3,129.1992188,158011,1244.181102,0.22027735,0.29549006,0.08731437,0.2769506,0.2908121,0.084571674,0.1971222,0.21089374,0.044476166,7.0901756,56.770157,3222.8506,-8.595754,50.49187,2549.429,0.006325644,2.357157,5.5561895,0.15642352,0.08030544,0.006448964,1637.87868,783.7182299,614214.2638,2003.327258,580.28424,336729.7991,25.6772525,10.53173788,110.9175028,3171.168324,1797.931645,3232558.201,1.420420166,1.814930371,3.293972251,-0.06367495,0.21984276,0.048330839,0.064610531,0.049070595,0.002407923,1.74E-06,0.15958212,0.025466455,-8.93E-06,0.042510066,0.001807106,3.588643991,1.877480517,3.52493309
115,115,Happy,3,happy (1).mp3,95.703125,121401,1319.576087,0.33360985,0.30796748,0.09484397,0.46257266,0.28558743,0.08156018,0.24124241,0.15854156,0.025135428,5.6635766,58.08138,3373.4465,-3.88461,51.43392,2645.4485,0.010623314,3.7856607,14.331227,0.13388614,0.08506561,0.007236158,2096.635547,873.5525219,763094.0085,2300.470239,652.495167,425749.943,24.33547318,10.9641773,120.2131839,4311.811427,2126.9927,4524097.947,1.406954421,1.91875802,3.681632339,0.037104357,0.111252195,0.012377051,0.085466603,0.052549469,0.002761447,1.73E-07,0.10457646,0.010936237,-1.99E-05,0.09276523,0.008605388,5.824725624,2.112483469,4.462586408
116,116,Happy,3,happy (10).mp3,129.1992188,127427,1127.672566,0.33507922,0.31305146,0.09800121,0.5028011,0.2717922,0.07387101,0.2707447,0.10015304,0.01003063,67.938705,307.508,94561.17,5.521365,30.35268,921.2852,0.008178117,2.766791,7.655133,0.6774097,0.15172441,0.0230203,4400.421668,707.4172295,500439.1366,2986.086846,221.2747871,48962.53139,20.77929777,11.51946961,132.6981801,8135.004675,891.2403837,794309.4215,8.790312485,9.71622542,94.40503642,-0.021588603,0.117191607,0.013733873,0.27663466,0.108919412,0.011863438,-0.005010909,0.4097842,0.16792308,-0.001244548,0.39215094,0.15378237,2.97447619,1.69519823,2.873697038
117,117,Happy,3,happy (11).mp3,151.9990809,186777,1288.117241,0.48753303,0.29533294,0.08722154,0.50924695,0.23622909,0.055804186,0.2667358,0.11038727,0.01218535,15.638313,115.63815,13372.183,4.9991283,40.307404,1624.6866,0.00649692,3.553341,12.626231,0.24748415,0.08024737,0.00643964,2284.501091,1059.474068,1122485.3,2760.352583,778.2541505,605679.5228,21.39497868,10.89720541,118.7490857,5537.729014,2765.117814,7645876.525,2.402667452,2.841753532,8.075563137,0.014917583,0.063324461,0.004009987,0.062253781,0.05688534,0.003235942,6.09E-05,0.2000466,0.04001864,-0.000343183,0.10631197,0.011302235,2.597151927,1.333971238,1.779479263
118,118,Happy,3,happy (12).mp3,143.5546875,165617,1235.947761,0.41911083,0.29278255,0.08572162,0.617905,0.2192767,0.04808227,0.27679068,0.08197714,0.006720251,4.919314,38.101364,1451.714,1.885658,28.967022,839.0883,0.016861975,2.9279428,8.572848,0.14302075,0.052931093,0.002801701,3047.166482,682.9182258,466377.3031,2908.375234,287.9344181,82906.22912,21.85338463,11.98096382,143.543494,6682.20126,1043.851772,1089626.522,1.796377533,2.06132038,4.249041708,-0.004089931,0.053728779,0.002886782,0.134866153,0.066421116,0.004411765,2.89E-05,0.09756782,0.009519479,-3.73E-05,0.07995184,0.006392296,2.210539683,1.234869411,1.524902462
119,119,Happy,3,happy (13).mp3,129.1992188,148393,1630.692308,0.4167673,0.30345488,0.09208487,0.46610993,0.28874886,0.0833759,0.23881748,0.16217133,0.026299542,12.673438,147.23334,21677.654,2.0913055,33.0219,1090.4459,0.011075803,2.9136374,8.489284,0.2032195,0.127491,0.016253956,3410.227274,1237.830724,1532224.901,2896.8613,486.1666073,236357.97,21.93531221,11.03045129,121.6708557,6798.046393,2006.965593,4027910.892,1.945761574,2.565636845,6.582492418,0.039456028,0.129303079,0.016719286,0.173910324,0.114752825,0.013168211,-1.87E-05,0.16829771,0.028324118,0.000187609,0.12437008,0.015467919,16.54305669,2.90335311,8.429459282
120,120,Happy,3,happy (130).mp3,129.1992188,132783,1154.634783,0.52007204,0.29762483,0.08858054,0.5683243,0.25595537,0.06551315,0.2582878,0.12892152,0.016620759,10.590137,119.490395,14277.955,-0.39529732,43.03387,1851.9141,0.00270092,3.3201487,11.023387,0.17684585,0.122218736,0.014937419,2190.36189,1028.948005,1058733.996,2473.467897,558.7777539,312232.5783,20.4000232,11.53992509,133.1698711,4825.029157,2159.540183,4663613.801,1.416822131,1.877489178,3.524965613,-0.034105794,0.089802412,0.008064473,0.091525335,0.080066484,0.006410642,0.000114929,0.15144591,0.022935864,-0.000921282,0.116696656,0.01361811,2.484535147,1.525800164,2.32806614
121,121,Happy,3,happy (131).mp3,99.38401442,69423,1652.928571,0.37388563,0.32544124,0.10591199,0.26243505,0.29661712,0.08798172,0.18464829,0.22189716,0.04923835,2.6715276,22.187664,492.29242,-5.913781,67.665245,4578.5854,0.004687943,1.6768426,2.8118012,0.103269525,0.04028647,0.001623,1515.864174,1056.382993,1115945.027,1559.231705,881.9515053,777838.4577,26.90577951,10.40944512,108.3565477,3094.431288,2173.367963,4723528.304,1.023491763,1.30905202,1.713617192,0.026952311,0.25500553,0.06502782,0.072122391,0.061773602,0.003815978,-1.43E-06,0.10107041,0.010215228,-7.87E-06,0.028233292,0.000797119,29.53229932,2.431854074,5.913914238
122,122,Happy,3,happy (132).mp3,143.5546875,184792,1283.277778,0.5673933,0.27886993,0.07776844,0.6484763,0.20103392,0.040414635,0.27690387,0.081594005,0.006657582,5.9144683,63.952015,4089.8604,-2.2618423,40.88915,1671.9226,0.010752782,2.9873111,8.924028,0.13987611,0.08945139,0.00800155,2771.627786,891.4545946,794691.2942,2410.305425,549.9467655,302441.4449,19.8838389,11.73605714,137.7350371,5390.238239,1704.451576,2905155.176,1.688459826,2.208958706,4.879498566,-0.004817504,0.046778504,0.002188228,0.138707778,0.062059626,0.003851397,0.000436271,0.11812818,0.013954268,0.002674936,0.07503744,0.005630618,6.936961451,3.493286679,12.20305182
123,123,Happy,3,happy (133).MP3,143.5546875,173842,1594.880734,0.5320241,0.29394573,0.086404085,0.62271446,0.20558847,0.04226662,0.2761287,0.08417994,0.007086262,3.6664224,39.264202,1541.6775,-0.52739275,54.655407,2987.2136,0.012478043,2.7038815,7.3109756,0.10799474,0.06702839,0.004492805,1909.764337,779.2203184,607184.3046,2026.604011,647.2190292,418892.4718,20.46358652,11.45598343,131.2395563,3724.694144,1722.59176,2967322.373,1.190206561,1.54606054,2.390303194,0.013109468,0.049571877,0.002457371,0.086304467,0.074294923,0.005519736,1.17E-05,0.09559238,0.009137903,0.000387386,0.048568044,0.002358855,14.15024036,5.3744209,28.88440001
124,124,Happy,3,happy (134).mp3,143.5546875,182198,1292.184397,0.6436503,0.23944575,0.057334267,0.6748881,0.1833987,0.03363508,0.27772948,0.07873802,0.006199676,10.028098,99.77455,9954.961,4.661531,40.998795,1680.9012,0.012954598,2.980681,8.8844595,0.18880172,0.09924376,0.009849324,2354.443913,1067.382066,1139304.475,2422.037207,669.0733852,447659.1948,19.80712889,11.8545118,140.5294499,4933.007671,2232.524703,4984166.548,2.302715009,2.862141958,8.191856589,0.001634277,0.037063529,0.001373705,0.101978597,0.078886108,0.006223018,-2.44E-05,0.1552871,0.024114085,0.0005179,0.08715826,0.007596562,2.589024943,1.332782921,1.776310314
125,125,Happy,3,happy (135).mp3,143.5546875,173468,1591.449541,0.5300724,0.29180142,0.085148074,0.6215322,0.2061522,0.04249873,0.27611798,0.08421514,0.00709219,11.699731,125.19548,15673.908,2.3475459,46.25402,2139.4346,0.012601306,2.707498,7.3305454,0.19306396,0.1194747,0.014274204,1921.038739,775.6960141,601704.3062,2028.692106,629.735224,396566.4524,20.56366977,11.51504911,132.5963559,3729.535781,1700.267582,2890909.849,2.127234539,2.760584339,7.620825891,0.013307348,0.049830401,0.002483069,0.087783861,0.075653156,0.0057234,1.36E-05,0.1707169,0.02914426,0.00065671,0.086773425,0.007529628,10.25044898,4.970613396,24.70699753
126,126,Happy,3,happy (136).mp3,143.5546875,163111,1208.22963,0.50913554,0.28061354,0.078743964,0.6696563,0.19721133,0.038892306,0.2792495,0.07316462,0.005353061,8.468213,83.77236,7017.808,1.9098399,47.52494,2258.6199,0.012026929,2.1192322,4.491145,0.16279016,0.105611295,0.011153745,1797.861583,924.2838937,854300.7162,1921.876869,539.4604985,291017.6294,20.6174096,12.1450219,147.5015571,3560.861801,1871.151462,3501207.794,1.932893079,2.674069053,7.150645298,0.011599662,0.042102337,0.001772607,0.088666131,0.072232395,0.005217519,3.30E-06,0.1416826,0.020073956,0.000103301,0.08233063,0.006778333,29.99321542,7.229588347,52.26694767
127,127,Happy,3,happy (137).mp3,143.5546875,183767,1424.550388,0.5484412,0.28742284,0.08261189,0.6721383,0.19740668,0.038969398,0.27728713,0.08028185,0.006445176,14.213937,168.0166,28229.578,0.80823016,54.68844,2990.8252,0.014127754,3.6178236,13.088648,0.20473233,0.14270288,0.02036411,2491.758917,1439.915066,2073355.397,2431.234324,955.2857022,912570.7728,20.91751441,11.53523762,133.061707,5239.326652,2775.761484,7704851.814,1.761755937,2.556445668,6.535414451,0.009451563,0.04181884,0.001748815,0.10588428,0.11198339,0.01254028,-5.75E-06,0.1934337,0.037416596,4.11E-05,0.10297296,0.010603431,11.89558277,3.345221914,11.19050965
128,128,Happy,3,happy (138).mp3,143.5546875,175470,1580.810811,0.48371854,0.32599124,0.10627028,0.5574311,0.26394394,0.0696664,0.25264388,0.13965817,0.019504402,16.359066,151.81483,23047.746,0.8153036,51.383766,2640.2913,0.014668538,2.5875502,6.695416,0.2359915,0.13127515,0.017233163,2401.813275,1482.91837,2199046.892,2288.888153,1175.348079,1381443.106,19.39001032,11.67045717,136.1995706,5038.857031,3198.918708,10233080.9,2.355880343,3.212838071,10.32232847,-0.028138948,0.095255254,0.009073563,0.084980401,0.071062626,0.005049897,4.09E-05,0.20384604,0.041553207,0.000616871,0.10313689,0.010637218,14.92926984,0.59596514,0.355174448
129,129,Happy,3,happy (139).mp3,143.5546875,163351,1701.572917,0.5251587,0.29057664,0.08443478,0.5067545,0.21586168,0.046596266,0.26565027,0.11297465,0.012763272,13.769563,158.54224,25135.643,1.7305506,37.96193,1441.1082,0.012906368,2.1533277,4.63682,0.20116845,0.14017057,0.01964779,2292.111668,846.1864013,716031.4258,2260.33784,519.0850219,269449.26,21.84755546,13.20944196,174.489357,4666.596782,1654.975283,2738943.186,2.204783475,2.847595356,8.108799309,0.015059637,0.069906033,0.004886853,0.135193816,0.083538267,0.006978642,-3.35E-06,0.1846816,0.034107294,8.57E-05,0.08655653,0.007492033,9.207873016,7.535379648,56.78194643
130,130,Happy,3,happy (14).mp3,129.1992188,163004,1273.46875,0.4250142,0.3100796,0.09614936,0.47869375,0.25913534,0.06715113,0.25266004,0.1396289,0.01949623,19.553328,184.2362,33942.98,4.2079444,26.325584,693.0364,0.009579808,2.472825,6.114864,0.26377636,0.13556987,0.018379191,3099.363318,902.7286804,814919.0705,2841.937181,368.6641252,135913.2372,22.6489071,11.89646466,141.5258714,6524.64388,1366.71481,1867909.372,2.690946918,3.303087452,10.91038672,-0.01137858,0.103247507,0.010660048,0.132472366,0.085816979,0.007364554,1.14E-05,0.22674045,0.051411234,-4.81E-05,0.12323274,0.015186307,5.737650794,1.604008181,2.572842246
131,131,Happy,3,happy (140).mp3,143.5546875,170214,1406.727273,0.5838012,0.30019143,0.0901149,0.65144616,0.23964249,0.057428524,0.27107844,0.09924615,0.009849799,13.827132,128.28831,16457.89,1.8329552,48.573048,2359.341,0.00497488,2.8638752,8.20178,0.21326503,0.11955392,0.014293141,1880.71653,938.9253652,881580.8414,2149.876118,711.4298718,506132.4625,20.27441638,12.71339885,161.6305104,4038.417247,2180.190481,4753230.534,2.135855929,2.711911438,7.354463649,0.004470935,0.057471017,0.003302918,0.071908862,0.072578511,0.00526764,0.000149153,0.19473459,0.03792156,0.002184104,0.08189371,0.00670658,11.03644444,3.014519825,9.087329775
132,132,Happy,3,happy (141).mp3,143.5546875,170206,1668.686275,0.4497546,0.31830242,0.10131643,0.6119067,0.2586425,0.06689595,0.26036918,0.12466449,0.015541236,12.073845,126.24488,15937.77,1.8856403,35.38482,1252.0854,0.013340907,2.088776,4.3629856,0.20551719,0.11090595,0.01230013,2494.400046,948.1363504,898962.5389,2620.04593,579.2407243,335519.8166,20.99982098,11.67385423,136.2788726,5452.025366,2116.680568,4480336.629,2.3539413,2.980239897,8.881829843,0.008212691,0.060239701,0.003628822,0.110192644,0.072959259,0.005323053,-9.24E-06,0.18815267,0.035401426,0.00032774,0.08064848,0.006504178,19.02178685,4.906341801,24.07218987
